timestamp,rule,strength,gain_dry,gain_fx_1,gain_fx_2,gain_fx_3,gain_fx_4,gain_full_mix,dry_valence,dry_arousal,fx_1_valence,fx_1_arousal,fx_2_valence,fx_2_arousal,fx_3_valence,fx_3_arousal,fx_4_valence,fx_4_arousal,full_mix_valence,full_mix_arousal,stress,attention,footpedal
13:34:38.0701,low_stress_low_attention,1.0,95,70,50,46,59,95,-0.043,0.052,-0.014,0.057,-0.067,0.042,-0.069,0.052,-0.003,0.049,-0.097,-0.191,4,47,127
13:34:38.6421,low_stress_low_attention,1.0,96,71,65,58,69,96,-0.037,0.056,-0.017,0.061,-0.067,0.038,-0.064,0.048,-0.008,0.057,-0.073,-0.194,2,38,127
13:34:39.2168,low_stress_low_attention,1.0,97,82,59,53,65,97,-0.05,0.102,0.061,0.278,-0.039,0.041,-0.008,0.068,0.008,0.044,-0.202,0.16,2,32,127
13:34:39.7908,low_stress_low_attention,1.0,98,91,60,45,59,98,0.007,0.066,0.092,0.298,-0.078,-0.023,-0.001,0.041,0.018,0.002,-0.165,0.13,2,28,127
13:34:40.3658,low_stress_low_attention,1.0,98,98,57,38,54,98,-0.023,-0.001,-0.074,0.355,-0.105,-0.093,-0.008,-0.019,0.001,-0.089,-0.176,0.171,1,26,127
13:34:40.9400,low_stress_low_attention,1.0,98,104,54,33,50,98,-0.049,-0.07,-0.021,0.239,-0.123,-0.143,-0.081,-0.053,-0.044,-0.155,-0.073,0.186,1,25,127
13:34:41.5148,low_stress_low_attention,1.0,98,109,45,28,47,98,-0.091,-0.128,-0.095,0.13,-0.102,-0.139,-0.089,-0.108,-0.06,-0.192,-0.117,0.165,3,27,127
13:34:42.0917,low_stress_low_attention,1.0,98,113,37,26,44,98,-0.09,-0.149,-0.086,0.076,-0.095,-0.144,-0.116,-0.129,-0.061,-0.192,-0.133,0.138,3,32,127
13:34:42.6665,low_stress_low_attention,1.0,98,116,30,25,41,98,-0.094,-0.142,-0.103,0.061,-0.096,-0.142,-0.12,-0.118,-0.087,-0.19,-0.094,0.114,3,40,127
13:34:43.2408,low_stress_low_attention,1.0,98,118,25,26,41,98,-0.098,-0.145,-0.119,0.006,-0.103,-0.149,-0.135,-0.135,-0.081,-0.19,-0.09,0.117,2,47,127
13:34:43.8151,low_stress_high_attention,1.0,98,94,30,39,46,98,-0.056,-0.137,-0.092,-0.025,-0.128,-0.141,-0.086,-0.151,-0.007,-0.166,-0.107,0.085,3,51,127
13:34:44.3869,low_stress_high_attention,1.0,98,75,25,46,50,98,-0.02,-0.139,-0.096,-0.032,-0.139,-0.177,-0.075,-0.125,0.041,-0.123,-0.042,0.019,2,55,127
13:34:44.9527,low_stress_high_attention,1.0,98,68,20,46,55,98,-0.032,-0.168,-0.088,-0.135,-0.12,-0.209,-0.077,-0.128,0.003,-0.15,-0.002,-0.003,1,59,127
13:34:45.5218,low_stress_high_attention,1.0,98,66,16,56,63,98,0.026,-0.132,-0.056,-0.129,-0.116,-0.197,-0.014,-0.128,0.053,-0.106,0.029,-0.009,0,64,127
13:34:46.1034,low_stress_high_attention,1.0,98,65,13,64,68,98,0.014,-0.157,-0.062,-0.138,-0.133,-0.194,-0.024,-0.145,0.04,-0.115,0.041,0.029,3,68,127
13:34:46.6817,low_stress_high_attention,1.0,98,69,10,73,79,98,0.029,-0.158,-0.016,-0.112,-0.15,-0.205,0.004,-0.165,0.033,-0.154,0.031,0.003,14,71,127
13:34:47.2567,low_stress_high_attention,1.0,98,73,8,82,86,98,0.022,-0.158,-0.014,-0.115,-0.172,-0.189,0.011,-0.16,0.025,-0.136,0.05,0.013,3,73,127
13:34:47.8329,low_stress_high_attention,1.0,98,76,6,86,92,98,-0.027,-0.166,-0.022,-0.118,-0.177,-0.194,0.003,-0.175,-0.03,-0.154,0.051,-0.011,6,71,127
13:34:48.4066,low_stress_high_attention,1.0,98,69,5,89,99,98,-0.013,-0.129,0.041,-0.029,-0.166,-0.189,0.003,-0.161,-0.011,-0.127,0.069,0.033,7,67,127
13:34:48.9812,low_stress_high_attention,1.0,98,55,12,89,101,98,-0.072,-0.196,0.007,-0.061,-0.18,-0.215,-0.025,-0.194,-0.094,-0.199,0.062,0.053,6,63,127
13:34:49.5493,low_stress_high_attention,1.0,98,59,10,91,104,98,0.013,-0.087,0.017,0.0,-0.166,-0.218,0.06,-0.085,-0.005,-0.096,0.096,0.088,3,57,127
13:34:50.1238,low_stress_high_attention,1.0,98,67,8,96,107,98,0.069,-0.019,0.015,0.015,-0.185,-0.208,0.092,-0.032,0.05,-0.035,0.094,0.081,6,52,127
13:34:50.6985,low_stress_low_attention,1.0,98,59,32,79,87,98,0.078,-0.014,0.012,-0.001,-0.199,-0.217,0.108,-0.015,0.061,-0.029,0.081,0.051,7,47,127
13:34:51.2735,low_stress_low_attention,1.0,98,53,51,65,72,98,0.085,-0.008,-0.001,0.001,-0.195,-0.219,0.108,-0.02,0.058,-0.035,0.056,0.041,13,44,127
13:34:51.8503,low_stress_low_attention,1.0,98,49,66,54,60,98,0.087,0.004,-0.003,0.015,-0.189,-0.229,0.108,-0.002,0.06,-0.022,0.058,0.031,15,43,127
13:34:52.4238,low_stress_low_attention,1.0,98,48,78,45,51,98,0.134,0.025,-0.01,0.034,-0.182,-0.228,0.152,0.008,0.114,-0.012,0.062,0.042,15,41,127
13:34:52.9987,low_stress_low_attention,1.0,98,46,88,38,43,98,0.161,0.06,0.013,0.043,-0.218,-0.238,0.134,0.029,0.14,0.016,0.056,0.044,15,38,127
13:34:53.5742,low_stress_low_attention,1.0,98,45,96,31,35,98,0.164,0.06,0.012,0.048,-0.217,-0.252,0.157,0.041,0.168,0.049,0.065,0.045,15,35,127
13:34:54.1561,low_stress_low_attention,1.0,98,41,102,27,31,98,0.116,0.035,0.03,0.045,-0.22,-0.228,0.111,0.004,0.098,-0.004,0.047,0.031,15,34,127
13:34:54.7316,low_stress_low_attention,1.0,98,40,107,24,28,98,0.105,0.03,0.02,-0.056,-0.215,-0.231,0.095,-0.001,0.08,-0.006,0.038,0.014,15,34,127
13:34:55.3063,low_stress_low_attention,1.0,98,36,111,23,28,98,0.008,-0.077,-0.01,-0.106,-0.189,-0.225,0.042,-0.084,-0.0,-0.129,-0.053,-0.062,6,34,127
13:34:55.8808,low_stress_low_attention,1.0,98,34,114,21,29,98,0.008,-0.06,-0.017,-0.105,-0.196,-0.214,0.029,-0.071,-0.012,-0.127,-0.061,-0.071,6,37,127
13:34:56.4530,low_stress_low_attention,1.0,98,34,117,21,32,98,-0.003,-0.075,-0.02,-0.126,-0.185,-0.181,0.033,-0.086,-0.019,-0.143,-0.04,-0.047,5,42,127
13:34:57.0225,low_stress_low_attention,1.0,98,34,119,19,34,98,0.037,-0.031,-0.006,-0.083,-0.177,-0.153,0.049,-0.051,-0.004,-0.104,-0.016,-0.026,2,46,127
13:34:57.5993,low_stress_low_attention,1.0,98,30,121,18,40,98,-0.003,-0.073,0.014,-0.086,-0.166,-0.156,-0.001,-0.096,-0.035,-0.158,-0.056,-0.067,2,49,127
13:34:58.1731,low_stress_low_attention,1.0,98,32,122,25,55,98,-0.042,-0.112,-0.026,-0.14,-0.148,-0.132,-0.04,-0.157,-0.069,-0.204,-0.083,-0.091,3,49,127
13:34:58.7484,low_stress_low_attention,1.0,98,37,123,27,68,98,-0.05,-0.133,-0.01,-0.13,-0.14,-0.149,-0.024,-0.139,-0.085,-0.213,-0.106,-0.063,6,47,127
13:34:59.3170,low_stress_low_attention,1.0,98,42,124,27,71,98,-0.02,-0.116,-0.077,-0.121,-0.139,-0.142,0.001,-0.127,-0.049,-0.192,-0.075,-0.135,3,46,127
13:34:59.8905,low_stress_low_attention,1.0,98,43,125,26,74,98,-0.008,-0.085,-0.031,-0.035,-0.144,-0.142,0.011,-0.106,-0.033,-0.181,-0.056,-0.12,3,45,127
13:35:00.4645,low_stress_low_attention,1.0,98,60,124,27,75,98,-0.045,-0.108,-0.01,-0.004,-0.142,-0.147,-0.019,-0.115,-0.035,-0.175,-0.052,-0.104,2,46,127
13:35:01.0444,low_stress_low_attention,1.0,98,73,112,25,69,98,-0.053,-0.12,0.004,0.065,-0.149,-0.135,-0.054,-0.142,-0.064,-0.191,-0.031,-0.107,1,47,127
13:35:01.6278,low_stress_low_attention,1.0,98,84,102,25,65,98,-0.082,-0.123,-0.017,0.029,-0.154,-0.164,-0.082,-0.154,-0.068,-0.183,-0.061,-0.123,4,49,127
13:35:02.1997,low_stress_high_attention,1.0,98,67,98,41,71,98,-0.09,-0.119,-0.011,0.074,-0.144,-0.173,-0.074,-0.151,-0.069,-0.166,-0.061,-0.12,4,53,127
13:35:02.7747,low_stress_high_attention,1.0,98,54,80,53,79,98,0.008,-0.056,0.079,0.111,-0.123,-0.169,0.043,-0.043,0.029,-0.062,-0.032,-0.082,5,55,127
13:35:03.3615,low_stress_high_attention,1.0,98,62,64,66,85,98,0.073,0.005,0.057,0.077,-0.125,-0.184,0.088,0.013,0.102,0.027,0.008,-0.099,13,55,127
13:35:03.9393,low_stress_high_attention,1.0,98,68,51,78,91,98,0.09,0.024,0.097,0.115,-0.126,-0.206,0.097,0.024,0.115,0.046,0.048,-0.06,11,53,127
13:35:04.5086,low_stress_high_attention,1.0,98,72,41,86,96,98,0.079,0.004,0.076,0.092,-0.112,-0.195,0.094,0.01,0.101,0.013,0.056,-0.03,2,51,127
13:35:05.0865,low_stress_low_attention,1.0,98,66,58,70,80,98,0.096,0.008,0.095,0.108,-0.102,-0.202,0.105,0.002,0.127,0.028,0.071,-0.032,3,49,127
13:35:05.6696,low_stress_low_attention,1.0,98,59,72,58,65,98,0.129,0.045,0.061,0.079,-0.09,-0.203,0.125,0.024,0.138,0.043,0.062,-0.045,11,45,127
13:35:06.2477,low_stress_low_attention,1.0,98,53,83,48,53,98,0.158,0.065,0.076,0.063,-0.097,-0.201,0.139,0.042,0.151,0.051,0.07,-0.007,9,41,127
13:35:06.8278,low_stress_low_attention,1.0,98,48,92,41,43,98,0.174,0.053,0.098,0.057,-0.075,-0.186,0.156,0.024,0.177,0.052,0.08,-0.014,4,38,127
13:35:07.4060,low_stress_low_attention,1.0,98,44,99,35,35,98,0.153,0.042,0.082,0.048,-0.08,-0.189,0.14,0.019,0.153,0.037,0.072,-0.006,4,37,127
13:35:07.9811,low_stress_low_attention,1.0,98,40,105,32,28,98,0.149,0.05,0.086,0.062,-0.078,-0.171,0.125,0.01,0.15,0.047,0.051,-0.004,4,40,127
13:35:08.5591,low_stress_low_attention,1.0,98,36,109,27,24,98,0.107,0.002,0.069,0.027,-0.088,-0.174,0.106,-0.013,0.11,-0.013,0.03,-0.037,2,45,127
13:35:09.1330,low_stress_low_attention,1.0,98,38,113,23,21,98,0.07,-0.055,0.07,0.02,-0.091,-0.168,0.079,-0.066,0.063,-0.062,0.013,-0.035,5,48,127
13:35:09.7073,low_stress_high_attention,1.0,98,45,90,42,41,98,0.074,-0.037,0.087,0.05,-0.107,-0.153,0.08,-0.047,0.066,-0.042,0.002,-0.04,5,56,127
13:35:10.2814,low_stress_high_attention,1.0,98,56,72,58,57,98,0.061,-0.052,0.068,-0.002,-0.121,-0.184,0.069,-0.049,0.06,-0.059,-0.008,-0.065,11,62,127
13:35:10.8564,low_stress_high_attention,1.0,98,56,58,67,65,98,0.015,-0.059,0.09,0.029,-0.139,-0.192,0.052,-0.056,0.059,-0.045,-0.067,-0.127,10,69,127
13:35:11.4319,low_stress_high_attention,1.0,98,45,47,66,76,98,-0.06,-0.12,-0.028,0.002,-0.153,-0.203,0.003,-0.112,-0.052,-0.12,-0.1,-0.106,8,72,127
13:35:12.0115,low_stress_high_attention,1.0,98,36,39,61,85,98,-0.078,-0.118,-0.031,-0.018,-0.144,-0.198,-0.012,-0.084,-0.071,-0.118,-0.105,-0.103,8,72,127
13:35:12.5899,low_stress_high_attention,1.0,98,31,31,53,87,98,-0.072,-0.149,-0.063,-0.054,-0.159,-0.204,0.008,-0.115,-0.046,-0.144,-0.113,-0.147,9,71,127
13:35:13.1655,low_stress_high_attention,1.0,98,25,31,49,92,98,-0.113,-0.161,-0.054,-0.098,-0.152,-0.216,-0.049,-0.156,-0.103,-0.157,-0.048,-0.125,5,71,127
13:35:13.7419,low_stress_high_attention,1.0,98,20,37,54,95,98,-0.111,-0.175,-0.063,-0.116,-0.135,-0.206,-0.079,-0.173,-0.1,-0.179,-0.08,-0.166,2,70,127
13:35:14.3157,low_stress_high_attention,1.0,98,21,30,58,98,98,-0.109,-0.164,-0.09,-0.115,-0.161,-0.203,-0.082,-0.168,-0.102,-0.168,-0.064,-0.144,2,68,127
13:35:14.8902,low_stress_high_attention,1.0,98,17,40,56,99,98,-0.139,-0.178,-0.069,-0.13,-0.153,-0.205,-0.09,-0.159,-0.122,-0.178,-0.073,-0.149,0,65,127
13:35:15.4694,low_stress_high_attention,1.0,98,14,43,60,97,98,-0.137,-0.159,-0.06,-0.132,-0.165,-0.194,-0.106,-0.17,-0.129,-0.181,-0.055,-0.148,0,64,127
13:35:16.0520,low_stress_high_attention,1.0,98,24,34,62,90,98,-0.116,-0.157,-0.09,-0.169,-0.167,-0.186,-0.093,-0.148,-0.126,-0.187,-0.04,-0.136,0,66,127
13:35:16.6315,low_stress_high_attention,1.0,98,19,44,70,88,98,-0.105,-0.151,0.011,-0.064,-0.156,-0.154,-0.106,-0.177,-0.128,-0.2,-0.033,-0.148,0,65,127
13:35:17.2069,low_stress_high_attention,1.0,98,15,55,79,90,98,-0.086,-0.13,0.04,0.066,-0.133,-0.124,-0.083,-0.155,-0.099,-0.182,-0.018,-0.095,2,62,127
13:35:17.7823,low_stress_high_attention,1.0,98,29,44,83,84,98,0.013,0.029,0.069,0.084,-0.151,-0.13,0.016,-0.021,0.004,-0.091,0.014,-0.046,1,59,127
13:35:18.3564,low_stress_high_attention,1.0,98,29,35,88,79,98,-0.044,0.014,0.018,0.164,-0.196,-0.124,-0.026,-0.015,0.001,-0.087,-0.004,-0.035,6,58,127
13:35:18.9336,low_stress_high_attention,1.0,98,23,33,92,80,98,-0.029,-0.013,0.03,0.218,-0.189,-0.123,-0.035,-0.047,0.001,-0.089,0.021,-0.039,7,60,127
13:35:19.5060,low_stress_high_attention,1.0,98,18,33,97,81,98,-0.039,-0.029,0.011,0.224,-0.195,-0.132,-0.017,-0.03,-0.004,-0.107,0.024,-0.042,2,61,127
13:35:20.0752,low_stress_high_attention,1.0,98,14,29,99,85,98,0.007,-0.056,-0.02,0.181,-0.181,-0.158,0.039,-0.041,0.031,-0.098,-0.001,-0.023,3,60,127
13:35:20.6489,low_stress_high_attention,1.0,98,17,23,103,86,98,0.048,-0.009,0.076,0.176,-0.149,-0.159,0.057,-0.018,0.068,-0.077,0.037,0.022,3,58,127
13:35:21.2229,low_stress_high_attention,1.0,98,14,22,107,86,98,0.042,-0.027,0.085,0.223,-0.152,-0.13,0.049,-0.028,0.066,-0.106,0.037,0.036,3,57,127
13:35:21.7990,low_stress_high_attention,1.0,98,12,18,108,89,98,0.048,0.003,0.144,0.215,-0.142,-0.137,0.07,0.012,0.089,-0.029,0.034,0.028,3,57,127
13:35:22.3740,low_stress_high_attention,1.0,98,10,20,111,93,98,0.047,-0.03,0.158,0.226,-0.151,-0.126,0.056,-0.02,0.065,-0.063,0.051,0.04,4,57,127
13:35:22.9490,low_stress_high_attention,1.0,98,8,23,113,96,98,0.031,-0.044,0.157,0.207,-0.147,-0.146,0.044,-0.036,0.041,-0.088,0.051,0.04,4,55,127
13:35:23.5238,low_stress_low_attention,1.0,98,32,36,95,81,98,0.052,-0.002,0.168,0.263,-0.114,-0.115,0.097,0.021,0.083,-0.04,0.063,0.063,5,50,127
13:35:24.0992,low_stress_low_attention,1.0,98,51,52,78,70,98,0.081,0.025,0.184,0.251,-0.107,-0.099,0.104,0.026,0.093,-0.023,0.071,0.078,5,46,127
13:35:24.6735,low_stress_low_attention,1.0,98,55,67,64,60,98,0.142,0.108,0.213,0.277,-0.104,-0.118,0.159,0.095,0.168,0.069,0.1,0.141,2,41,127
13:35:25.2488,low_stress_low_attention,1.0,98,59,79,55,55,98,0.134,0.117,0.208,0.264,-0.085,-0.049,0.14,0.074,0.201,0.094,0.097,0.132,1,40,127
13:35:25.8239,low_stress_low_attention,1.0,98,62,89,47,50,98,0.115,0.116,0.187,0.279,-0.116,-0.068,0.15,0.097,0.165,0.067,0.088,0.114,2,41,127
13:35:26.3983,low_stress_low_attention,1.0,98,64,97,43,46,98,0.104,0.073,0.118,0.23,-0.128,-0.081,0.164,0.085,0.175,0.067,0.074,0.127,3,42,127
13:35:26.9731,low_stress_low_attention,1.0,98,71,103,42,48,98,0.086,0.084,0.128,0.254,-0.1,-0.049,0.155,0.094,0.185,0.111,0.045,0.147,3,44,127
13:35:27.5489,low_stress_low_attention,1.0,98,75,108,44,50,98,0.093,0.074,0.091,0.256,-0.132,-0.046,0.18,0.136,0.198,0.112,0.033,0.137,2,46,127
13:35:28.1240,low_stress_low_attention,1.0,98,75,112,45,48,98,0.089,0.084,0.083,0.235,-0.135,-0.044,0.169,0.134,0.165,0.093,0.034,0.136,2,49,127
13:35:28.6979,low_stress_low_attention,1.0,98,82,115,48,50,98,0.074,0.066,0.121,0.256,-0.137,-0.021,0.164,0.123,0.17,0.105,-0.002,0.164,2,50,127
13:35:29.2793,low_stress_high_attention,1.0,98,77,92,56,59,98,0.074,0.08,0.069,0.22,-0.151,-0.046,0.138,0.118,0.137,0.064,-0.012,0.183,2,52,127
13:35:29.8566,low_stress_high_attention,1.0,98,70,74,64,65,98,0.087,0.059,0.106,0.222,-0.142,-0.032,0.131,0.101,0.155,0.091,-0.026,0.141,2,52,127
13:35:30.4316,low_stress_high_attention,1.0,98,65,59,71,70,98,0.082,0.06,0.115,0.187,-0.11,-0.025,0.13,0.063,0.14,0.068,-0.012,0.148,2,52,127
13:35:31.0061,low_stress_high_attention,1.0,98,58,47,78,76,98,0.1,0.059,0.137,0.216,-0.104,-0.014,0.137,0.063,0.149,0.055,-0.016,0.148,2,52,127
13:35:31.5814,low_stress_high_attention,1.0,98,54,38,85,83,98,0.091,0.051,0.105,0.203,-0.119,-0.017,0.078,0.03,0.113,0.031,0.044,0.118,2,53,127
13:35:32.1609,low_stress_high_attention,1.0,98,47,30,93,88,98,0.072,0.005,0.141,0.144,-0.111,-0.03,0.076,0.001,0.09,-0.018,0.047,0.101,2,55,127
13:35:32.7321,low_stress_high_attention,1.0,98,38,29,91,89,98,0.049,-0.024,0.12,0.116,-0.073,-0.049,0.055,-0.076,0.073,-0.059,0.04,0.09,2,54,127
13:35:33.3070,low_stress_low_attention,1.0,98,56,47,77,74,98,0.041,-0.069,0.097,0.09,-0.114,-0.088,0.045,-0.1,0.059,-0.077,0.074,0.099,2,50,127
13:35:33.8825,low_stress_low_attention,1.0,98,67,63,65,65,98,0.05,-0.044,0.105,0.093,-0.109,-0.089,0.059,-0.063,0.084,-0.024,0.067,0.045,1,44,127
13:35:34.4493,low_stress_low_attention,1.0,98,79,68,60,56,98,0.031,-0.109,0.065,0.065,-0.092,-0.092,0.038,-0.162,0.052,-0.125,0.085,0.055,1,40,127
13:35:35.0234,low_stress_low_attention,1.0,98,89,80,56,54,98,0.024,-0.117,0.06,0.035,-0.127,-0.148,0.05,-0.16,0.026,-0.172,0.084,0.053,5,37,127
13:35:35.5990,low_stress_low_attention,1.0,98,97,89,48,50,98,0.022,-0.128,0.03,0.052,-0.146,-0.189,0.016,-0.149,0.04,-0.173,0.097,0.031,6,37,127
13:35:36.1733,low_stress_low_attention,1.0,98,103,87,43,42,98,-0.006,-0.158,0.004,0.069,-0.145,-0.199,-0.005,-0.199,0.004,-0.177,0.086,0.044,8,39,127
13:35:36.7479,low_stress_low_attention,1.0,98,108,87,47,40,98,-0.007,-0.13,-0.006,0.028,-0.115,-0.13,-0.049,-0.194,-0.032,-0.161,0.071,0.029,10,41,127
13:35:37.3240,low_stress_low_attention,1.0,98,112,79,41,34,98,-0.016,-0.147,0.016,0.12,-0.117,-0.132,-0.04,-0.166,-0.036,-0.153,0.07,0.055,12,45,127
13:35:37.8981,high_stress_low_attention,1.0,98,115,78,33,27,98,-0.026,-0.135,-0.055,0.071,-0.144,-0.119,-0.06,-0.174,-0.054,-0.151,0.017,0.033,38,49,127
13:35:38.4742,high_stress_high_attention,1.0,98,92,62,46,43,98,-0.024,-0.138,-0.053,0.092,-0.147,-0.119,-0.061,-0.174,-0.05,-0.162,-0.049,0.071,33,55,127
13:35:39.0495,low_stress_high_attention,1.0,98,74,57,54,52,98,-0.019,-0.117,-0.02,0.061,-0.147,-0.115,-0.067,-0.15,-0.072,-0.139,-0.044,0.093,13,61,127
13:35:39.6230,low_stress_high_attention,1.0,98,59,46,61,61,98,-0.049,-0.113,-0.009,-0.012,-0.157,-0.125,-0.07,-0.137,-0.068,-0.132,-0.057,0.053,13,64,127
13:35:40.1980,low_stress_high_attention,1.0,98,53,37,64,66,98,-0.052,-0.135,-0.026,-0.046,-0.174,-0.147,-0.092,-0.159,-0.091,-0.136,-0.064,0.052,9,66,127
13:35:40.7741,low_stress_high_attention,1.0,98,42,37,64,63,98,-0.084,-0.145,-0.037,-0.045,-0.162,-0.156,-0.125,-0.182,-0.148,-0.131,-0.112,0.044,17,65,127
13:35:41.3488,low_stress_high_attention,1.0,98,34,33,64,64,98,-0.064,-0.11,-0.027,0.021,-0.163,-0.176,-0.082,-0.173,-0.1,-0.162,-0.005,0.07,17,65,127
13:35:41.9233,low_stress_high_attention,1.0,98,36,26,64,66,98,-0.054,-0.093,-0.036,0.028,-0.173,-0.232,-0.078,-0.183,-0.082,-0.166,0.018,0.065,19,63,127
13:35:42.5004,low_stress_high_attention,1.0,98,30,21,61,67,98,-0.049,-0.103,0.015,0.048,-0.178,-0.215,-0.1,-0.192,-0.089,-0.166,0.047,0.062,15,60,127
13:35:43.0727,low_stress_high_attention,1.0,98,37,17,62,71,98,0.02,-0.065,0.0,0.053,-0.145,-0.238,-0.029,-0.169,-0.011,-0.129,0.064,0.076,6,56,127
13:35:43.6525,low_stress_low_attention,1.0,98,40,39,58,63,98,0.022,-0.053,0.013,0.045,-0.132,-0.244,-0.005,-0.126,-0.001,-0.109,0.046,0.067,7,49,127
13:35:44.2241,low_stress_low_attention,1.0,98,39,57,56,58,98,0.05,0.003,-0.015,0.062,-0.15,-0.246,-0.003,-0.11,0.007,-0.083,0.053,0.094,8,45,127
13:35:44.7989,low_stress_low_attention,1.0,98,43,71,53,54,98,-0.017,-0.062,0.013,0.032,-0.159,-0.217,-0.028,-0.13,-0.048,-0.116,0.023,0.074,10,39,127
13:35:45.3734,low_stress_low_attention,1.0,98,55,82,48,51,98,-0.027,-0.09,0.015,0.064,-0.181,-0.208,-0.031,-0.136,-0.066,-0.138,0.033,0.069,11,33,127
13:35:45.9518,high_stress_low_attention,1.0,98,69,66,38,41,98,-0.026,-0.083,0.02,0.03,-0.194,-0.211,-0.049,-0.161,-0.062,-0.134,0.02,0.073,27,30,127
13:35:46.5311,high_stress_low_attention,1.0,98,81,53,30,33,98,-0.063,-0.143,0.007,0.025,-0.198,-0.216,-0.06,-0.165,-0.093,-0.168,0.018,0.058,26,31,127
13:35:47.1073,high_stress_low_attention,1.0,98,90,42,24,26,98,-0.084,-0.16,-0.019,-0.002,-0.211,-0.202,-0.075,-0.168,-0.104,-0.183,0.003,0.026,20,36,127
13:35:47.6823,low_stress_low_attention,1.0,98,97,58,22,27,98,-0.085,-0.174,-0.04,-0.053,-0.208,-0.198,-0.082,-0.185,-0.114,-0.188,-0.023,-0.005,12,42,127
13:35:48.2569,low_stress_low_attention,1.0,98,99,72,22,27,98,-0.084,-0.173,-0.036,-0.075,-0.211,-0.191,-0.064,-0.184,-0.102,-0.195,-0.045,-0.051,15,44,127
13:35:48.8306,low_stress_low_attention,1.0,98,105,73,23,26,98,-0.105,-0.204,-0.02,-0.104,-0.176,-0.171,-0.086,-0.221,-0.125,-0.209,-0.074,-0.086,10,44,127
13:35:49.4117,low_stress_low_attention,1.0,98,109,73,23,22,98,-0.069,-0.214,-0.029,-0.032,-0.171,-0.182,-0.042,-0.191,-0.06,-0.21,-0.011,0.003,11,43,127
13:35:49.9901,low_stress_low_attention,1.0,98,111,84,25,20,98,-0.029,-0.164,-0.004,-0.039,-0.164,-0.137,-0.02,-0.128,-0.044,-0.164,0.008,0.029,11,43,127
13:35:50.5652,low_stress_low_attention,1.0,98,97,93,23,22,98,0.007,-0.093,-0.007,-0.039,-0.168,-0.103,-0.003,-0.108,-0.02,-0.128,-0.026,0.048,11,44,127
13:35:51.1393,low_stress_low_attention,1.0,98,87,100,19,23,98,0.026,-0.071,0.017,-0.013,-0.139,-0.092,0.029,-0.076,0.018,-0.107,-0.005,0.038,14,43,127
13:35:51.7143,low_stress_low_attention,1.0,98,77,105,16,25,98,0.078,-0.033,0.068,0.027,-0.124,-0.071,0.073,-0.031,0.052,-0.083,-0.002,0.043,16,42,127
